parent_file_id,parent_file_name,parent_file_path,tank_id,session_id,recording_start_time,recording_end_time,sensor_type,download_source
2262284775880,LUW1698_20260530_154000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T15:40:00,,audio,box
2262318549112,LUW1698_20260530_155000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T15:50:00,,audio,box
2262317737890,LUW1698_20260530_160000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T16:00:00,,audio,box
2262259035977,LUW1698_20260530_161000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T16:10:00,,audio,box
2262313286312,LUW1698_20260530_162000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T16:20:00,,audio,box
2262318443266,LUW1698_20260530_163000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T16:30:00,,audio,box
2262317214291,LUW1698_20260530_164000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T16:40:00,,audio,box
2262311543409,LUW1698_20260530_165000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T16:50:00,,audio,box
2262263152663,LUW1698_20260530_170000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T17:00:00,,audio,box
2262218843878,LUW1698_20260530_171000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T17:10:00,,audio,box
2262262295432,LUW1698_20260530_172000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T17:20:00,,audio,box
2262264124125,LUW1698_20260530_173000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T17:30:00,,audio,box
2262318839463,LUW1698_20260530_174000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T17:40:00,,audio,box
2262301886275,LUW1698_20260530_175000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T17:50:00,,audio,box
2262319801417,LUW1698_20260530_180000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T18:00:00,,audio,box
2262258747665,LUW1698_20260530_181000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T18:10:00,,audio,box
2262215296556,LUW1698_20260530_182000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T18:20:00,,audio,box
2262321963993,LUW1698_20260530_183000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T18:30:00,,audio,box
2262256621426,LUW1698_20260530_184000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T18:40:00,,audio,box
2262319628728,LUW1698_20260530_185000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T18:50:00,,audio,box
2262215320078,LUW1698_20260530_190000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T19:00:00,,audio,box
2262320843695,LUW1698_20260530_191000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T19:10:00,,audio,box
2262312666629,LUW1698_20260530_192000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T19:20:00,,audio,box
2262314775708,LUW1698_20260530_193000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T19:30:00,,audio,box
2262319369274,LUW1698_20260530_194000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T19:40:00,,audio,box
2262307629111,LUW1698_20260530_195000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T19:50:00,,audio,box
2262316900568,LUW1698_20260530_200000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T20:00:00,,audio,box
2262222306063,LUW1698_20260530_201000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T20:10:00,,audio,box
2262158003184,LUW1698_20260530_202000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T20:20:00,,audio,box
2262170790078,LUW1698_20260530_203000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T20:30:00,,audio,box
2262320150158,LUW1698_20260530_204000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T20:40:00,,audio,box
2262302745485,LUW1698_20260530_205000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T20:50:00,,audio,box
2262312937587,LUW1698_20260530_210000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T21:00:00,,audio,box
2262308353944,LUW1698_20260530_211000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T21:10:00,,audio,box
2262265591063,LUW1698_20260530_212000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T21:20:00,,audio,box
2262320946949,LUW1698_20260530_213000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T21:30:00,,audio,box
2262261805269,LUW1698_20260530_214000.wav,/Incoming_Data/Trial_1/Tank_1/Tank1_1698_2026029,Tank1,,2026-05-30T21:40:00,,audio,box
